City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,nueva concepcion,14.2,-91.3,28.5,52,0,0.62,GT,1680271109
365,itacarambi,-15.1022,-44.0919,33.51,25,4,2.02,BR,1680271110
366,mount isa,-20.7333,139.5,26.87,28,11,4.12,AU,1680271110
367,hami,42.8,93.45,15.56,22,85,5.26,CN,1680271110
368,kendari,-3.945,122.4989,24.81,93,98,1.54,ID,1680271110
369,la plata,-34.9215,-57.9545,20.58,38,2,8.54,AR,1680270900
370,severo-kurilsk,50.6789,156.125,-0.28,73,2,2.69,RU,1680271111
371,bronnoysund,65.4625,12.1997,3.0,56,40,5.36,NO,1680271111
372,dunedin,-45.8742,170.5036,8.71,99,35,1.35,NZ,1680270893
373,port hedland,-20.3167,118.5667,27.03,89,11,3.09,AU,1680271112
374,mineiros,-17.5694,-52.5511,27.05,56,18,1.73,BR,1680270928
375,tooele,40.5308,-112.2983,1.36,74,100,0.89,US,1680271113
376,manyana,-23.4,21.7167,30.66,22,72,3.27,BW,1680271113
377,fallon,39.4735,-118.7774,1.62,74,20,3.6,US,1680271027
378,salvador,13.8333,-88.9167,25.58,57,3,1.37,SV,1680270935
379,bassila,9.0081,1.6654,35.81,24,100,1.48,BJ,1680271113
380,karratha,-20.7377,116.8463,28.42,69,97,3.57,AU,1680271114
381,nuevo progreso,23.1667,-97.95,23.83,76,60,0.89,MX,1680271114
382,evensk,61.95,159.2333,-4.22,96,100,4.05,RU,1680271114
383,sibu,2.3,111.8167,24.17,94,40,3.6,MY,1680271114
384,urumqi,43.801,87.6005,4.53,65,75,5.0,CN,1680271114
385,lengshuijiang,27.6881,111.4294,19.42,69,97,1.3,CN,1680271115
386,mackay,-21.15,149.2,24.82,85,19,2.81,AU,1680270916
387,maldonado,-34.6667,-54.9167,21.24,80,98,9.25,UY,1680271115
388,narsaq,60.9167,-46.05,-5.33,51,8,0.75,GL,1680271116
389,asau,46.4333,26.4,9.6,77,95,2.95,RO,1680271116
390,sesheke,-17.4759,24.2968,28.15,44,100,1.47,ZM,1680271116
391,onega,63.9061,38.1404,-1.72,78,42,3.94,RU,1680271116
392,galesong,-5.3166,119.3661,24.01,81,76,1.95,ID,1680271116
393,alofi,-19.0595,-169.9187,24.94,94,36,1.54,NU,1680271117
394,west richland,46.3043,-119.3614,5.97,74,0,5.14,US,1680271117
395,guerrero negro,27.9769,-114.0611,11.92,69,3,4.81,MX,1680271117
396,barcelos,41.5388,-8.6151,17.18,65,100,4.52,PT,1680271117
397,turbat,26.0023,63.044,29.79,24,0,8.83,PK,1680271118
398,sao joao da barra,-21.6403,-41.0511,33.05,56,60,2.74,BR,1680271118
399,ambon,-3.6954,128.1814,26.08,89,20,2.57,ID,1680271118
400,porto novo,6.4965,2.6036,30.9,72,100,3.67,BJ,1680271118
401,stara vyzhivka,51.4376,24.44,13.57,59,66,5.53,UA,1680271119
402,itaituba,-4.2761,-55.9836,28.09,78,40,1.54,BR,1680271119
403,bambous virieux,-20.3428,57.7575,29.14,74,75,4.12,MU,1680271119
404,isangel,-19.55,169.2667,25.18,79,100,0.96,VU,1680271119
405,lydenburg,-25.0978,30.4597,21.27,62,78,2.31,ZA,1680271120
406,komsomolskiy,40.4272,71.7189,22.4,37,94,2.06,UZ,1680271120
407,semirom,31.4167,51.5667,9.76,47,2,9.03,IR,1680271120
408,ust-nera,64.5667,143.2,-15.08,93,74,3.45,RU,1680271120
409,scarborough,54.2797,-0.4044,8.14,93,100,2.24,GB,1680271120
410,dingle,10.9995,122.6711,25.34,73,71,2.75,PH,1680271120
411,svetlyy,54.675,20.1347,10.03,87,87,4.75,RU,1680271120
412,vaitape,-16.5167,-151.75,27.7,72,27,2.95,PF,1680271120
413,sitka,57.0531,-135.33,5.94,61,75,4.63,US,1680271120
414,nuuk,64.1835,-51.7216,-7.29,62,6,8.05,GL,1680271120
415,balikpapan,-1.2675,116.8289,24.48,88,100,1.06,ID,1680271121
416,socorro,31.6546,-106.3033,10.59,31,20,10.29,US,1680271121
417,yeppoon,-23.1333,150.7333,23.88,81,25,2.8,AU,1680271121
418,sturgeon falls,46.3646,-79.9326,0.5,91,100,3.06,CA,1680271121
419,maceio,-9.6658,-35.7353,29.69,65,75,3.6,BR,1680271121
420,smithers,54.7804,-127.1743,1.18,86,100,2.06,CA,1680271121
421,lucapa,-8.4192,20.7447,22.64,81,97,1.9,AO,1680271121
422,jilotepec,19.6,-96.9333,17.83,63,98,1.8,MX,1680271121
423,machado,-21.6747,-45.9197,25.59,71,14,0.93,BR,1680271121
424,padang,-0.9492,100.3543,28.03,85,100,1.54,ID,1680271122
425,storforshei,66.4043,14.5233,1.88,51,40,6.17,NO,1680271122
426,keizer,44.9901,-123.0262,7.27,78,100,6.17,US,1680270936
427,margate,51.3813,1.3862,12.61,83,100,4.47,GB,1680271122
428,coahuayana,18.7333,-103.6833,24.64,27,31,1.37,MX,1680271122
429,kununurra,-15.7667,128.7333,26.99,74,100,1.54,AU,1680271122
430,novoilinsk,51.6829,108.7143,-5.22,73,80,4.81,RU,1680271122
431,tonantins,-2.8731,-67.8022,23.99,95,100,0.86,BR,1680271122
432,ust-kuyga,70.0167,135.6,-29.44,100,97,0.98,RU,1680271122
433,vestmanna,62.1564,-7.1664,6.51,93,100,9.26,FO,1680271122
434,broome,42.2506,-75.833,4.99,57,75,2.68,US,1680271122
435,mbuguni,-3.5667,36.95,28.79,35,72,4.24,TZ,1680271123
436,cap malheureux,-19.9842,57.6142,28.04,72,2,3.13,MU,1680271123
437,conde,-7.2597,-34.9075,28.7,65,75,4.63,BR,1680271123
438,dubbo,-32.25,148.6167,13.07,67,15,3.09,AU,1680270879
439,mitchell,43.7094,-98.0298,0.41,90,100,4.63,US,1680271033
440,ulvila,61.4284,21.871,0.04,64,0,4.12,FI,1680271123
441,valdosta,30.8327,-83.2785,19.96,81,0,2.57,US,1680270895
442,te anau,-45.4167,167.7167,8.13,91,100,0.67,NZ,1680271123
443,kieta,-6.2167,155.6333,26.64,83,100,1.57,PG,1680271123
444,turayf,31.6725,38.6637,15.14,18,0,13.38,SA,1680271123
445,gwadar,25.1216,62.3254,25.27,66,0,5.56,PK,1680271123
446,umarkhed,19.6,77.7,30.99,22,41,4.04,IN,1680271123
447,toguchin,55.2353,84.3858,-8.74,88,100,2.38,RU,1680271124
448,acarau,-2.8856,-40.12,28.43,72,25,3.79,BR,1680271124
449,wanaka,-44.7,169.15,7.9,88,96,1.55,NZ,1680271124
450,salekhard,66.53,66.6019,-1.79,89,100,7.71,RU,1680271124
451,san carlos de bariloche,-41.1456,-71.3082,5.86,45,0,4.12,AR,1680271124
452,nouadhibou,20.931,-17.0347,33.99,24,1,5.14,MR,1680271124
453,grindavik,63.8424,-22.4338,6.97,100,100,2.06,IS,1680271124
454,torbat-e jam,35.244,60.6225,22.8,25,16,4.72,IR,1680271124
455,isperih,43.7167,26.8333,13.81,68,78,6.33,BG,1680271124
456,gravelbourg,49.8834,-106.5512,-8.85,95,41,2.54,CA,1680271124
457,mehamn,71.0357,27.8492,-5.03,80,100,3.6,NO,1680271124
458,juneau,58.3019,-134.4197,3.0,94,100,5.66,US,1680270961
459,kokopo,-4.352,152.2633,24.9,86,98,2.21,PG,1680271124
460,hirara,24.8,125.2833,21.15,78,75,6.17,JP,1680271124
461,nombre de dios,23.85,-104.2333,15.64,25,100,2.36,MX,1680270927
462,katangli,51.7102,143.2326,-0.96,98,100,1.68,RU,1680271125
463,bekovo,52.4663,43.712,4.4,74,100,7.91,RU,1680271125
464,bilibino,68.0546,166.4372,-10.51,96,100,1.8,RU,1680271125
465,mabaruma,8.2,-59.7833,25.93,87,99,2.02,GY,1680271125
466,bom jardim,-7.7958,-35.5872,30.41,37,53,4.43,BR,1680271125
467,constitucion,-35.3333,-72.4167,19.07,38,0,1.63,CL,1680271125
468,manta,-0.95,-80.7333,24.88,94,100,1.03,EC,1680271125
469,wattegama,6.7989,81.4808,25.33,81,14,1.2,LK,1680271125
470,road town,18.4167,-64.6167,28.02,57,40,6.17,VG,1680271125
471,okha,53.5739,142.9478,-3.77,96,76,1.41,RU,1680271125
472,smidovich,48.6,133.8167,2.86,55,6,2.9,RU,1680271126
473,lyubytino,58.8122,33.3922,5.06,93,100,0.89,RU,1680271126
474,makaha,21.4694,-158.2175,23.92,81,100,0.25,US,1680271126
475,opuwo,-18.0607,13.84,32.89,20,98,1.17,NA,1680271126
476,rajakhera,26.8961,78.1714,22.62,56,62,3.51,IN,1680271126
477,yueyang,29.3333,113.0919,18.12,66,100,1.16,CN,1680271126
478,khor,47.8861,134.9464,1.72,66,1,2.58,RU,1680271126
479,krasnogvardeyskiy,57.3793,62.3195,1.47,58,89,6.11,RU,1680271126
480,hualmay,-11.0964,-77.6139,25.42,78,54,4.16,PE,1680271126
481,novosheshminsk,55.0651,51.2338,6.9,79,100,4.77,RU,1680271126
482,silver city,32.7701,-108.2803,1.88,74,0,6.71,US,1680271126
483,hailey,43.5196,-114.3153,-2.08,80,75,2.57,US,1680271126
484,rancho mirage,33.7397,-116.4128,11.19,59,0,2.24,US,1680271127
485,sokol,59.4617,40.1206,2.17,87,100,2.02,RU,1680271127
486,mendi,-6.1761,143.6513,12.82,98,95,0.96,PG,1680271127
487,merritt island,28.5392,-80.672,25.12,60,0,6.69,US,1680271127
488,filadelfia,39.9523,-75.1638,8.65,73,100,2.06,US,1680270993
489,nome,64.5011,-165.4064,-5.96,86,100,3.6,US,1680271127
490,saint-pierre,-21.3393,55.4781,28.82,79,0,3.6,RE,1680271128
491,naftalan,40.5067,46.825,6.68,64,100,3.12,AZ,1680271128
492,vysokogornyy,50.1167,139.15,-5.37,96,24,0.73,RU,1680271128
493,varkkallai,8.7341,76.7067,30.88,77,0,3.02,IN,1680271128
494,koppies,-27.2418,27.5742,13.72,84,100,4.6,ZA,1680271128
495,tiarei,-17.5333,-149.3333,25.01,75,94,2.09,PF,1680271128
496,parksville,49.3163,-124.3195,6.8,75,100,0.89,CA,1680271129
497,ibra,22.6906,58.5334,31.12,11,0,4.96,OM,1680271129
498,gatak,-7.5908,110.7044,24.57,88,100,1.39,ID,1680270866
499,skjervoy,70.0311,20.9714,-1.0,79,100,14.95,NO,1680271129
500,fare,-16.7,-151.0167,27.66,69,43,2.5,PF,1680271129
501,abay,49.6311,72.8539,-0.79,64,3,5.58,KZ,1680271129
502,chifeng,42.2683,118.9636,14.79,25,100,6.96,CN,1680271129
503,ilorin,8.5,4.55,32.2,58,40,1.54,NG,1680271129
504,bengkulu,-3.8004,102.2655,24.86,86,96,1.42,ID,1680271129
505,guadix,37.2993,-3.1392,23.42,21,87,6.81,ES,1680271129
506,linjiang,41.8069,126.9078,10.83,48,11,1.03,CN,1680271129
507,bosaso,11.2842,49.1816,29.99,79,20,6.17,SO,1680271129
508,luang prabang,19.8856,102.1347,27.31,32,26,0.9,LA,1680271129
509,dhidhdhoo,6.8833,73.1,28.18,72,33,4.18,MV,1680271130
510,tautira,-17.7333,-149.15,27.07,75,99,2.59,PF,1680271130
511,matara,5.9485,80.5353,27.13,81,91,1.43,LK,1680270856
512,shubarshi,48.5872,57.1869,20.04,43,92,7.9,KZ,1680271130
513,barlinek,52.9946,15.2186,15.33,72,100,4.88,PL,1680271131
514,tynda,55.1667,124.7167,-0.36,98,100,3.52,RU,1680271131
515,sangod,24.9167,76.2833,24.84,42,43,7.77,IN,1680271131
516,indramayu,-6.3264,108.32,27.32,76,93,2.86,ID,1680271131
517,strezhevoy,60.7333,77.5889,-13.97,93,22,1.37,RU,1680271131
518,mishan,45.55,131.8833,5.7,43,0,2.2,CN,1680271131
519,sampit,-2.5333,112.95,22.85,94,100,0.51,ID,1680271131
520,san buenaventura,27.0833,-101.5333,21.38,56,9,0.73,MX,1680271131
521,sorland,67.667,12.6934,2.92,55,74,12.53,NO,1680271132
522,novobessergenevka,47.1847,38.8462,7.3,64,31,9.1,RU,1680271060
523,zhaotong,27.3167,103.7167,10.57,84,85,3.91,CN,1680271132
524,avera,33.194,-82.5271,15.31,74,73,3.59,US,1680271132
525,goure,13.9835,10.2704,35.77,7,100,6.0,NE,1680271132
526,san ignacio,17.1561,-89.0714,20.08,94,0,2.06,BZ,1680271132
527,cagli,43.5457,12.6527,17.13,76,40,2.06,IT,1680271132
528,buckeye,33.3703,-112.5838,11.01,68,0,1.1,US,1680271047
529,khao wong,16.7001,104.0902,30.1,42,43,1.92,TH,1680271133
530,zyryanovsk,49.7386,84.2719,-9.43,89,11,0.29,KZ,1680271133
531,kutum,14.2,24.6667,29.9,10,4,6.73,SD,1680271133
532,sakhon nakhon,17.1612,104.1472,29.97,66,0,1.03,TH,1680271133
533,constantine,36.365,6.6147,27.67,18,0,4.12,DZ,1680271133
534,oum hadjer,13.2954,19.6966,38.76,8,73,1.74,TD,1680271133
535,imbituba,-28.24,-48.6703,27.14,62,0,1.87,BR,1680270904
536,mao,39.8885,4.2658,23.31,40,0,5.66,ES,1680271133
537,wainwright,52.839,-110.8572,-10.98,95,64,2.89,CA,1680271133
538,tondano,1.3038,124.9112,20.05,94,83,0.88,ID,1680271134
539,omboue,-1.5746,9.2618,28.04,74,100,3.82,GA,1680271134
540,kavaratti,10.5669,72.642,27.54,71,5,5.44,IN,1680271134
541,demidov,55.2706,31.515,6.55,63,23,2.97,RU,1680271134
542,flin flon,54.7682,-101.865,-15.09,61,75,1.03,CA,1680271134
543,usinsk,65.9939,57.5281,0.21,98,100,11.52,RU,1680271135
544,saint anthony,45.0205,-93.218,2.03,93,100,4.63,US,1680271135
545,jimenez,28.3333,-105.4,16.24,27,99,1.21,MX,1680271135
546,u thong,14.3751,99.8923,28.1,72,17,5.89,TH,1680271135
547,zyryanka,65.75,150.85,-13.85,82,100,9.96,RU,1680271135
548,toba,34.4833,136.85,14.0,79,10,2.48,JP,1680270869
549,loukhi,66.0764,33.0381,-1.83,91,100,6.53,RU,1680271135
550,novoagansk,61.9449,76.6625,-12.78,91,36,3.17,RU,1680271135
551,zalari,53.5584,102.5065,-9.67,79,56,3.6,RU,1680271135
552,gazanjyk,39.2446,55.5154,20.16,43,100,3.55,TM,1680271135
553,hengshui,37.7322,115.7011,14.46,42,10,3.97,CN,1680271135
554,santiago del estero,-27.7951,-64.2615,22.17,93,100,6.99,AR,1680270861
555,vinh yen,21.31,105.5967,20.97,77,100,2.68,VN,1680271135
556,brae,60.3964,-1.353,6.83,75,80,5.69,GB,1680271135
557,carbonia,39.1672,8.5222,22.23,69,38,4.71,IT,1680271136
558,kalmunai,7.4167,81.8167,27.04,76,41,3.51,LK,1680271136
559,beatrice,40.2681,-96.747,15.99,62,0,6.17,US,1680271136
560,mukhen,48.1,136.1,-0.09,75,0,1.21,RU,1680271136
561,ternate,0.8,127.4,27.48,77,86,2.58,ID,1680271136
562,miandrivazo,-19.5167,45.4667,29.57,72,95,2.73,MG,1680271136
563,anshun,26.25,105.9333,13.53,92,66,4.42,CN,1680271136
564,quelimane,-17.8786,36.8883,27.97,65,75,4.63,MZ,1680271136
565,howell,42.6073,-83.9294,4.86,93,100,7.41,US,1680271136
566,huainan,32.6264,116.9969,13.31,80,100,4.04,CN,1680271136
567,rabaul,-4.1967,152.1721,26.55,80,99,1.83,PG,1680271136
568,eugene,44.0521,-123.0867,6.01,88,100,1.79,US,1680271094
569,podgornoye,51.735,39.1496,1.12,93,100,4.0,RU,1680271136
570,yulara,-25.2406,130.9889,18.13,63,100,8.39,AU,1680271136
571,xining,36.6167,101.7667,9.96,26,16,3.11,CN,1680271137
